Comment,label,score
"Di SPBU daerah  kabupaten diPulau Sumatra blm ad cas batre nya,, gmn tu.. aneh Indonesia ini,,siap jual mobil nya,Tpi GK siap sedia kn tmp cas nya,, contoh tu negara Cina Sampek di desa2 pun tmpt cas batre sepeda motor & mobil beserak..?!",negatif,-9
Pendapatan saya sudah mantap utk hargs segitu...,positif,5
"untuk garansi baterai seumur hidup sih , ini luar biasa murah",positif,10
Jual baterai mobil byd m6 dealer Chery biar harga resale stabil.,positif,5
"Harga sepertiga dari ioniq 5 long range,dlm kualitasnya",positif,5
"Udah ngerasain mobil ini
Walaupun hanya jadi penumpang GRAB CAR

enak 
Gede 
Nyaman
Ga keras suspensinya
Sepanjang Inova sih kayanya...",positif,16
Mending baca2 aturan dlu dari pada gblok malu maluin​@Yayak84,negatif,-15
kemahalan kata nya mau maju Indonesia dan menghilangkan polusi tapi mobil listrik mahal,negatif,-12
Pendapatan besar tetapi pajak nya juga besar min...,positif,3
"Semoga harganya cepet turun,..... Biar laku,... Soalnya banyak saingan...",positif,13
"@giyantosimuno3843 kalau mobil ya pasti turun, kalau LM ANTAM itu pasti naik, meski hari ini turun, besok juga naik lagi... 😅😅😅😅",negatif,-5
"Mending Inivi ribirn disil mitic remap Squidward mode 😅
Kata penyepong asap hitam 😅",negatif,-12
"Test drive di sumatera donk.
Lampung - Aceh

Mosok di jawa terus",positif,3
Ini Backsound nya apasih min? Kok enak banget🙂,positif,8
Menurutku yah.. kekurangan NYD M6 ini adalah dashboardnya yg kuno. Bagusnya didisain ulang kekinian.,negatif,-8
"Dengan konsumsi listrik seperti itu, mobil ini potensial dijadikan travel jakarta bandung",positif,4
Sayang banget byd indonesia di bawah keluarga bakri males,positif,6
Asli mobil listrik paling mantap. Bisa 6 orang plus cargo,positif,8
"Semoga honda ,mitsubishi dan toyota bisa produksi mobil listrik",positif,5
sayang byd di indonesia dipegang keluarga bakri yang terkenal nilep uang perusahaannya,positif,3
Review yg jujur.,positif,5
"After salesnya kira2 gmna ya tau sndiri kan mobil listrik udah pasti 100% btrai beda dngan hybrid jadi untuk jangka pnjng sudah pasti ada pnurunan kualitas btrainya, apakah nantinya akan ttap brtahan di angka 400km ke atas untuk 100% btrainya stlah pmakaian 2-4 thunan",positif,5
"Model bagus, kualitas bagus , harga lumayan murah makanya laris",positif,20
"Keren om,sering2 donk bahas mobil listrik yg murah pasti ku share ke sosmed 🤕",positif,10
"Hemat sy, setelah test drive bbrp EV cina, bila tidak segera launching EV murmer mereka maka Mobil ICE Jepang cs akan terancam berat sm kehadiran mobil EV cina. Sy tdk sangka, build Quality & fitur nya: above expectation abis! Dgn harga 400jt’an fitur mereka jauhhh lebih baik daripada fortuner/pajero apalagi LMPV. Jepang dan Jerman sudah mulai luncurkan jg full EV, tp maaf bro, harga nya baday semua, gimana mau di beli bila tdk terjangkau? Apalagi bl dilihat dari segi hemat mobil EV, game over boys. Uang bensin dan pajak bisa dipake hiling dan makan2 sm keluarga. Semoga wake up Toyota cs dan segera launching full EV murmer. Wallahu a’lam bish shawab. Terima kasih.",positif,15
"Jujur saya minat banget dengan mobil ini, tapi sayang saya masih setia pakai mio J 😁",positif,14
naik anjing aja naik anjing,negatif,-4
mobil listrik paling worth to buy gasih? gak banyak gimmick tapi cukup lengkap.,positif,3
8:57 Ini yg saya rasakan passs naik grab byd m6. Berasa paha gak napak dan.... Lantai berasa tinggu bgt.,positif,5
Kaan… gak salah kan,positif,3
"Mobil-mobil listrik ini didukung setengah hati oleh pemerintah, cek unit charger di pulau selain pulau Jawa, sangat2 minim, adapun cuma terkesan memenuhi kewajiban karena saat digunakan error.",positif,7
review nya detail bgt om.. mantap.. semoga bisa beli electrical car yg ke2 ini heheee,positif,14
"Sotoy, semua juga tahu bluebird uda lebih dari 8th odo 650rb, tuh tanya aja. Gak jadi bangkai",positif,8
"@lucky889s9 loe yang sotoy, dasar sales nyebar hoax, 650rbkm itu sudah perbaikan berulang2 , sales kok ga punya etika , jualan kok bohongin customer",negatif,-16
"Tidak perlu khawatir kami juga menyediakan portable charging juga nantinya kak hanya 2.200 watt & pemakaian yang mudah kak, cukup cari stop kontak rumah/warung dengan watt 2.200 kakak sudah bisa charge mobil nya nih. Lalu untuk SPKLU PLN di Indonesia sendiri sudah ada 1.299 titik SPKLU di Indonesia 😊",positif,13
kereeeeeen...reviewnya kereeeen...mobilnya kereeeeeen...,positif,5
road noise nya masuk semua ya bang kayanya..?,positif,3
Baterainya gimana hargamya setelah garansi😅,positif,5
Kelemahan vital pasti baterai mahal bila garansi habis😅,negatif,-15
"Baca2 & cari referensi dlu,, Batrai mobil listrik skrg ketahanan nya bisa lebih 1 JT Km,, bisa kebayang kan brp puluh tahun pemakaian pribadi untk menempuh jarak segitu 😊😊😊 makanya dealer brani garansi 8 tahun😊😊😊Krn mrk yakin 10 Thun Batrai listrik akan tetap bisa di gunakan😊😊😊

Salam WARAS",positif,15
"Bused harganya, gw expect 500jutaan, gile cinaaa, banting terooos 😂",negatif,-5
Rata2 byd baterainya ada garansi sampe 150ribu km..,positif,5
"Remnya + suspensinya minus banget tuh. Buat yg beli mobil keluarga, biasanya kenyamanan itu paling utama.",positif,3
"Lo tanya ke blue bird aj langsung,,mrk dah pakai 6 Thun lebih Batrai masih awet ,,dpt 600 rbu km lebih",positif,10
Yg penting murah sih,positif,5
Mudah2 an 5 tahun ke depan sudah gak ada lagi subsidi BBM..hahahaa,positif,7
"Mobil China harga sekitar 400 juta rupiah tapi kepingin rasa mobil Eropa harga lebih dari 1 Milyar rupiah.
Itulah reviewer Indonesia.
Welcome to Indonesia.
Wonderful Indonesia.",positif,9
Lha ini aj klo di kasih merk Toyota bisa laku 1 M lebih lho...,positif,10
"Tertarik sih , tapi sistem kredit nya mudah dan banyak diskon seperti mobil bensin jepang ga ya ?",positif,5
"untuk Sistema kreditnya sendiri mudah ya kak, kakak diminta memenuhi data data diri seperti ktp, KK, npwp, slip gaji. Kalau diskon nya sendiri di dealer manapun BYD belum ada nih kak 😅 tapi tenang aja kak, dengan fitur secanggih dan safety yang kakak dapatkan sangat worth it dengan budget yang kakak keluarkan kok 😊",positif,31
"haha..bukan advertorial, tapi pas abis selesai acara ini dikasih materi foto-foto dari panitia media test drive nya, dan kebetulan milih foto yang sama 😅",positif,5
"Semoga deliverynya bs cpt ya. Saya langsung SPK hari pertama. Listrik rumah sdh full PLTS, termasuk buat wall charger wuling binguo. Tinggal beli converter ke CCS2, jd bisa charge M6 ini, krn katanya M6 sdh murah sekali, jd ngga dikasih wall charger 😂
Akhirnya bener² bebas emisi dah. Good bye PLN & Pertamina 😊",positif,11
"Mantap, dijanjikannya delivery kapan pak?",positif,8
@lucky889s9 ini lah akibatnya kalau jari lebih cepat dari otak.,positif,11
cocok ya dibawa jalan  ceger 😂,positif,5
Bisa jadi mundur 1-2tahun faceliftnya (ngabisin stok dulu) krn ada trade war. Belum lagi rakyat china sendiri agak berkurang pertumbuhan ekonomi dan insentif dari pemerintahnya.,negatif,-13
Jakarta Bandung habis brp Rp?,negatif,-5
"desain nya oke juga sih, kaya Ertiga versi buatan Tesla gitu",positif,8
"Sebenarnya kalau di dataran Tiongkok/Hong Kong bernama Song Max dengan desain fascia yang disegarkan dengan fascia mobil-mobil terkini BYD. Untuk harga segitu, termasuk cocok untuk kantong kelas menengah yang menginginkan mobil listrik MPV. Seandainya fiturnya disamakan dengan segmen MPV listrik dari merek lainnya yang memiliki spesifikasi lebih tinggi, mungkin bisa menembus Rp500juta ke atas.",positif,13
Bagus sempurna.menurutku kurang tinggi bodynya dan ground clearennya,positif,3
"Wuling bentar lagi ada penawaran menarik apa lagi
Setelah byd  hadirkan m6  7 penumpang dengan harga 300 sampe 400 jutaan",positif,3
"Gak usah penawaran, cuma akalan aja mainin diskon. Turunin harga resmi nya yang penting. Jualan kemahalan rakus untung padahal uda CKD, ogah ubah GBT pula. Malah menghambat ekosistem EV",negatif,-22
"""kalian tahu kan, kondisi tol MBZ kaya gimana bergelombangnya"". Mohon maaf, gak semua orang pernah lewat MBZ mas.",positif,3
Siapa tau ada program dari BYD untuk convert mobil ICE merk apa saja jadi EV dgn harga terjangkau.,positif,5
Kekurangannya lg ga ada service gratis,positif,4
inilah jadulll bgtttt tanpa.perawatan abangggg..mirip kipas listrik..,negatif,-8
Service buat EV itu cuma duit receh. Jangan mikir kayak mesin bensin mesti tiap 6 bulan minimum 1.5jt kalau merk T H M. Kalau pakai free service harga lebih dari 429 pastinya,positif,8
"😂JANGAN PADA BELI DULU, NUNGGU HARGA ANCUR ANCURAN. KASTAMER TINGGAL BELI HARGA MURAH",negatif,-9
Ya 10 tahun lagi baru ancur harganya batre udah soak 😂,negatif,-10
3.9km per kwh klo udh dipake touring rame rame ya👀,positif,5
"Klo usable battery nya 60 kW doang 

Yaa 200-250km doang jarak aslinya",positif,3
"kenapa ya mobil listrik gak ada yg dikasih gearbox, biar pas cruising di tol tetap bisa dapet RPM yg rendah motor listriknya. sehingga mungkin bisa lebih irit untuk perjalanan jauh?",positif,8
"@lefinamage9504 mobilnya pak pilot itu gearboxnya pake manual mobil konvensional, sudah pasti pake oli juga. Sama sekali tidak ribet, ganti oli gearbox itu blm tentu setahun sekali.",negatif,-4
Pake gearbox tambah berat doong.. gak pake aja byd seal udh tembus 2 ton. Makin berat makin boros. Lagian kl pake gearbox nanti powernya gak spontan dan sangat tergantung dg gear ratio,negatif,-14
@hardlife0110 berat gearbox mobil itu berapa kg?,negatif,-5
"@helmyfaisal4696 berat gearbox tergantung mobilnya. Kl googling gw ketemunya antara 50-200kg. Itu gearbox saja, blm kopel, dan gardannya. Gearbox manual lbh ringan drpd matic. Kl matic berarti computer mobil hrs di-coding ulang agar bisa synchronize dgn motor listrik.. monggoo.. 😅 positif ",positif,3
"Lah, ukuran beda jauh sama neta. Ya terang aja lebih berat boros. Logika mesin bensin juga gitu, kayak avanza sama zenix. Di review lain yang ke Bandung bilang juga 6.2 kmpkwh, berarti hampir sama",negatif,-4
"akhirnya ada reviewer yg bilang kalo rem nya terlalu sensitif. berasa banget diteken super dikit aja, udah seperti rem mendadak. di combo dengan pedal rem yg jauh lebih maju dibanding mobil2 lain jd makin terasa",positif,11
Jauh lebih baik daripada ev nya wuling,positif,5
Banyak anak m6. Sedikit anak omoda e5🎉,positif,3
Banyak duit kona ev😂,positif,3
"​@FreddyGunawanbanyak duit ya antara tesla apa bmw ix lah, lebih banyak duit lagi ya rolls royce spectre 😅😅",positif,9
"Singkat jelas padat gak bertele tele jujur ceplas ceplos apa adanya dan point dari reviewnya tersampaikan
mantab
itulah kenapa selalu suka review dari hilsat drpd yg lain
sampai lupa kasih titik koma

like gw dong sat biar gw bahagia",positif,9
Agak agak wagu.. dah lama gak dengar kata itu di bahasa jawa 😂,negatif,-4
"Buat byd lover terutama byd m6 , 
sy sendiri bukan fanboy byd , beli karena terpaksa  karena merek lain blm ada  7 seater , apa lagi di tembah kekecewaan terhadap byd , maka sy putuskan mau beralih ke merek lain aja kebetulan memang sy spk 2 merek mobil di gias hari ke 2 

Sy mau jual spk byd m6 sy , spk hari ke 2 di gias urutan spk kurang lbh 120an , info A1 byd m6 sudah ada di priok 200 unit so no urut spk sy kemungkinan besar di kirim di Batch 1 di bulan agustus or sep 2024 
Untuk di ketahui byd mengirim unit sesuai no antrian , buat yg baru mau spk kemungkinan butuh 3 sd 6 bulan lg dari skrg baru dpt unit 

Transaksi di lakukan di showroom byd resmi di saksikan org2 byd so ngk niat sy ada tipu tipu ya 

buat yg minat silakan tingalkan no wa nanti sy hubungi terima kasih , buat yg blm tertarik jg gpp terima kasih jg , tapi buat yg  emang  niatnya cmn  nyiyir asal omon2 aja  ,sebentar2 bilang sy sales byd lah , sales wuling sales aion, chery lah mending mingkem aja kak,  ngk nambah2  dosa ghibah 😂 😂",negatif,-28
"Mobil dari generasi yg sudah ada! Yang penting nih mobil masih bisa dijual, segi harga, fitur bnyk, model tidak malu malui.Toyota sdh menekan tombol panik. Honda? Kenapa tidak mengaktifkan freed 2.face lift sedikit freed 2 dan jual 300 jt. Habis lah Toyota",negatif,-12
"02:35 akhirnya masih ada yang pakai analog, kalau buat saya pribadi lebih enak analog dari pada layar digital",positif,11
Kalau digital gede kek di Hyundai Kona/BYD Seal gpp dah. Kalau digital kek di Atto3/Dolphin agak susah malah wkwkwk,negatif,-5
@ilham.w.m analog dgn warna merah serasa mobil Balap.. 😁 positif ,positif,5
"Benar. Dan gak butuh colokan hyundai juga, ada makin jeblok penjualan. Lagi panik gak laku EV nya. Uda banyak spklu lain juga",negatif,-8
"Nutup pintunya harus dibanting,😂",negatif,-10
seandainya byd berani full garansi baterai seumur hidup kayaknya bakalan tambah laris,positif,8
"Itu suara klakson motor pas dibawah flyover kenceng banget masuk ke cabin. 

Kayanya mending nunggu M6 setelah ini deh, karena ini emang produk lama.",positif,11
Pasti pengaruh juga.. 😁 tapi sama kayak mobil umum momentum berat jadi bikin mantep plus regenerative braking nya lumayan kalo full penumpang.. 😁,positif,8
"Untuk calon pembeli di model M6 terbawah, mobil bensin atau listrik 7 seater apa saingannya atau pilihan lain yg lebih layak?",positif,11
Zenix atau Carens 2nd. Selain itu susah jg krn ga ada lawan,negatif,-11
"Habis liat berita kalo di thailand overstok mobil listrik dan akhirnya pada perang harga, gw sih milih nunggu dan berharap kejadian juga di indo. Sekalian nunggu infrastruktur semakin banyak dan subsidi menarik untuk pengguna kendaraan listrik.",positif,4
"Beli sesuai kebutuhan aja. Nunggu murah jg percuma, model yg lebih lama lebih murah lagi pastinya. Tapi klo laper keinginan, pengen yg model baru karena lebih keren, banyak fitur, dlsb. Gak ada habisnya dunia otomotif dan teknologi 😂😂",positif,15
@lefinamage9504 betul beli sesuai kebutuhan dan isi rekening.. jangan maksain nanti masuk golongan gaya elit ekonomi silit,positif,6
"atur ac (semburan dan suhu) bisa swipe 3 jari dilayar. swipe ke bawah untuk suhu, ke kanan-kiri untuk fan speed",positif,3
"Nah ini, belum banyak yang tau.",negatif,-4
Keren jg padahal klo include dashcam barengan dg kamera 360 nya. Mungkin bisa untuk masukan byd kedepannya. Klo ga salah jg udah ada memory slot di console tengah tapi ntah fungsinya buat apa klo ga ada dashcam,positif,3
Warna grey paling bagus sih. Apalagi kalau ada warna silver kayak atto seal,positif,5
Greynya muda mirip silver. Klo abu2 gelap kya innova lebih keren sih menurut gw 😂,positif,11
Pantesan di GIIAS jadi primadona,positif,4
Sama kayak omoda. Jongkok dan sempit kepala,negatif,-5
​@gregorius-wnseagull lebih murah dr brio,positif,11
iya benar 7 seater murah rumus di ind..,positif,5
"BYD M6 lebih murah dari Omoda E5 sih entar kalo bawa uang 1M buat beli ini nanti sisanya buat beli BYD Dolphin

Kalo beli Omoda E5 bawa uang 1M entar sisanya buat liburan ke Rusia",positif,11
"Kombinasi Honda Odyssey + Stream dan hampir seluas Innova + Mobil Listrik = Harga 300-400 jt-an. Belum ada saingannya ....
Sayang ground clearence nya cukup rendah untuk polisi tidur / medan pengunungan di Indonesia ....",positif,5
"MPV BYD M6 sudah ada Sunroof ny,. positif ",positif,5
"udah spk byd m6 , estimasi sampai akhir oktober . semoga barokah ",positif,5
Jepang ketar-ketir puluhan tahun memonopoli pasaran mobil di Indonesia 😅,negatif,-5
BYD memang hebat! Membuktikan format baru dalam sistem marketing baru dgn menjual barang lama! Hanya Honda bisa dgn freed2 nya. Tp karena hukum marketing tidak berani si Honda,negatif,-4
"​@hartonow710beda lah. Ini M6 dibuat EV pertama rilis di Indonesia dari basis song max. Beda mesin, transmisi dll. Gak kayak Lexus LBX yang rebadge yaris cross yang keluar lebih lama sejak 2016. 
Kalau Honda, cuma mesin hybrid yang itu aja dipasang di banyak model. HPM berasa lebih  untung jualan LCGC, BR-V, mobilio, aja, makanya gak dimasukin",positif,10
semua akan kembali ke jepang pada waktunya. ga belajar apa dari kendaraan cina yang keluar tahun 2000an mobil dan motor cina jadi bangkai sekarang 😂😂,negatif,-8
@jokowidodoldodol Tahun 2007-2010 dulu para fans Nokia juga kurang lebih bilang seperti itu. iPhone? Beuuuh. Android? Beuuuh. Semua akan kembali ke Nokia pada waktunya,negatif,-11
​@fradesjo positif 😄😄,positif,5
Tunggu aja.. jepang lg finishing seri murah mobil bahan bakar hidrogen alias air.. udah ada yg rilis tp masih seri atas..,positif,5
Keluarkan chery i 03 versi 7 seater pasti laku mngalalahkan m6,positif,5
"​@kikibeldandyiya bener, beda segment  positif ",positif,5
"BYD sangat tau target pasar Indonesia, karna pasar MPV di Indo sangat gemuk begitu masukin M6 ini auto laris manis",positif,11
rumusnya 7 seater murah itu aja..,positif,5
"Apa ini alasan Cloud Wuling lebih cepat keluar
Karena teman satu negaranya yg mengerikan",positif,11
"BYD rajaa mobil listrik DUNIA..susah di s😂aingi,, soalnya BATERAI bikin sndri..",negatif,-5
"Saya pengguna Wuling Cortez. Surprise pas test drive, ada feeling 'mirip mirip' sama Cortez. Saya batal SPK karena baris kedua dan ketiga nya gak enak. Iya lantai nya tinggi banget, jadi berasa aneh dan akan capek kalau jalan jauh 😅",negatif,-11
"Sama nih kaya saya, kirain viral karena enak. Ternyata ngga hehehe. Cobain aion y plus oom, so far paling enak",positif,9
"Jelas lega Cortez row 3 nya jg , sy jg pake Cortez.",positif,5
"Cortez bensin nya doank boros, tenaga loyo",negatif,-10
"@SierraStore Kemarin malah kepincut sama Tiggo 8. Karena memang mau cari yg driving nya enak. Setelah coba duduk di beberapa mobil di GIIAS, jok nya tiggo 8 paling ok di badan saya",positif,8
